Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,10,17:30,61,0,0.0,296.43,205,2,0.007678,305.97,369,0,0.0,324.2,174,0,0.002747,315.96
August,10,18:00,48,0,0.0,308.87,185,3,0.013839,306.15,323,0,0.0,324.86,161,1,0.007206,308.34
August,10,18:30,39,0,0.0,300.31,167,5,0.030173,301.29,302,0,0.0,324.85,151,0,0.002777,305.75
August,10,19:00,30,0,0.0,294.7,150,7,0.044818,296.52,277,0,0.0,326.53,145,0,0.000335,308.94
August,10,19:30,28,0,0.0,290.35,137,5,0.03305,305.23,249,0,0.0,324.88,141,1,0.004404,318.34
August,10,20:00,28,0,0.0,305.51,122,1,0.008966,303.06,228,0,0.0,318.08,129,2,0.013295,316.36
August,10,20:30,25,0,0.0,305.7,109,0,0.000439,299.26,209,0,0.0,320.3,117,1,0.005299,312.66
August,10,21:00,19,0,1.1e-05,310.36,99,0,3e-06,299.29,187,0,0.0,322.29,95,0,0.000307,315.05
August,10,21:30,15,0,0.00234,331.87,89,0,0.0,302.47,163,0,0.0,317.25,85,0,0.000194,319.67
August,10,22:00,13,1,0.059034,300.23,73,0,0.0,296.1,141,0,0.0,316.58,76,0,0.004596,316.51
August,10,22:30,11,2,0.19117,314.69,59,0,0.0,284.98,119,0,0.0,315.37,65,1,0.014749,312.17
August,10,23:00,8,1,0.09267,347.77,49,0,0.0,269.22,94,0,0.0,313.34,53,0,0.006497,320.4
August,10,23:30,7,0,0.005468,307.02,46,0,0.0,269.3,81,0,0.0,310.4,48,0,0.000338,341.62
August,11,0:00,4,0,0.0,361.93,29,0,0.0,351.77,56,0,0.0,334.26,31,0,0.0,321.48
August,11,0:30,3,0,0.0,328.6,26,0,0.0,343.09,45,0,0.0,329.03,25,0,0.0,322.03
August,11,1:00,2,0,0.0,346.37,27,0,0.0,354.98,33,0,0.0,329.82,18,0,0.0,332.55
August,11,1:30,2,0,0.0,370.98,13,0,0.0,337.39,25,0,0.0,332.27,15,0,0.0,319.89
August,11,2:00,2,0,0.0,406.7,15,0,0.0,294.4,18,0,0.0,321.81,10,0,0.0,313.84
August,11,2:30,2,0,0.0,324.0,12,0,0.0,308.29,15,0,0.0,344.12,9,0,0.0,325.73
August,11,3:00,1,0,0.0,241.92,15,0,0.0,341.06,13,0,0.0,338.74,6,0,0.0,337.93
August,11,3:30,1,0,0.0,282.1,17,0,0.0,353.83,11,0,0.0,329.86,5,0,0.0,288.73
August,11,4:00,1,0,0.0,269.35,17,0,0.0,308.96,11,0,0.0,317.64,5,0,0.0,291.52
August,11,4:30,1,0,0.0,183.04,17,0,0.0,279.94,10,0,0.0,303.25,5,0,0.0,262.09
August,11,5:00,1,0,0.0,188.82,8,0,2.1e-05,270.52,11,0,0.0,311.31,5,0,0.0,278.26
August,11,5:30,1,0,0.0,237.29,9,0,0.003189,238.88,15,0,0.0,279.8,6,0,0.0,288.2
August,11,6:00,2,0,0.0,252.29,10,1,0.058516,245.65,25,0,0.0,269.47,12,0,0.0,259.35
August,11,6:30,3,0,0.0,242.72,15,2,0.116496,315.1,44,0,0.0,284.39,20,0,0.0,258.63
August,11,7:00,8,0,0.0,252.29,25,1,0.024066,299.81,80,0,0.0,270.74,35,0,5e-06,279.69
August,11,7:30,17,0,1e-05,300.44,41,0,0.001374,288.31,139,0,2e-06,275.34,63,0,0.000448,281.44
August,11,8:00,44,0,0.000633,311.46,82,1,0.007092,296.1,256,0,0.000142,295.65,114,1,0.005282,280.09
August,11,8:30,82,1,0.00814,321.93,127,2,0.012822,310.21,395,1,0.002093,311.77,177,2,0.010315,288.7
August,11,9:00,130,3,0.026463,322.23,195,1,0.004572,322.0,564,4,0.006361,327.46,268,4,0.015442,298.77
August,11,9:30,170,6,0.032889,330.79,255,2,0.007009,331.34,721,8,0.011018,341.04,339,11,0.032712,310.99
August,11,10:00,204,2,0.008996,336.16,323,6,0.018302,337.91,861,13,0.01559,345.64,404,12,0.029721,319.75
August,11,10:30,230,0,0.000368,332.93,365,11,0.030156,347.94,971,13,0.013106,353.53,456,18,0.038911,323.48
August,11,11:00,242,0,2e-06,338.46,402,9,0.021752,355.3,1046,15,0.01475,361.69,496,13,0.026833,326.54
August,11,11:30,249,0,1e-06,342.78,432,9,0.02132,357.65,1076,25,0.023457,365.56,524,13,0.02516,328.85
August,11,12:00,248,0,0.000121,337.29,468,8,0.017121,356.12,1099,26,0.023383,364.68,549,16,0.028364,333.12
August,11,12:30,251,1,0.002551,327.63,483,10,0.02021,361.28,1101,20,0.018333,366.25,557,17,0.031124,336.07
August,11,13:00,250,2,0.0071,330.99,499,11,0.021153,361.89,1094,17,0.015471,369.74,554,14,0.02579,337.36
August,11,13:30,250,1,0.002563,344.56,511,13,0.02543,355.74,1092,22,0.019864,374.34,561,11,0.020123,332.08
August,11,14:00,255,0,0.000303,349.66,529,9,0.017392,355.84,1105,22,0.019951,375.92,575,10,0.017379,330.5
August,11,14:30,260,1,0.004183,346.8,532,7,0.013749,358.9,1112,22,0.019945,375.82,585,10,0.017202,336.29
August,11,15:00,261,5,0.018352,344.44,533,6,0.011063,359.97,1113,13,0.011337,374.91,585,8,0.014252,337.96
August,11,15:30,263,7,0.025172,347.77,537,4,0.007638,360.02,1111,6,0.005306,375.99,578,10,0.016829,340.49
August,11,16:00,257,2,0.008206,347.15,532,3,0.006288,364.27,1106,6,0.005318,373.8,578,7,0.01272,345.36
August,11,16:30,246,1,0.002997,343.01,521,4,0.00759,368.59,1078,6,0.005493,374.44,566,8,0.014918,349.08
August,11,17:00,223,2,0.008177,345.51,502,4,0.007539,368.65,1016,5,0.005293,374.34,543,7,0.013173,348.63
August,11,17:30,200,2,0.008185,341.8,483,4,0.008271,370.11,950,8,0.00889,373.88,509,6,0.012203,340.92
August,11,18:00,171,3,0.016303,339.42,440,5,0.011906,369.42,870,9,0.01051,373.98,455,4,0.009301,342.9
August,11,18:30,149,1,0.006874,347.21,411,7,0.016542,368.14,763,7,0.009121,377.89,406,4,0.009856,342.85
August,11,19:00,109,1,0.006332,346.78,372,5,0.014468,366.12,674,10,0.014441,381.4,370,8,0.021291,336.54
August,11,19:30,84,2,0.021981,346.39,344,6,0.017359,356.45,607,10,0.016414,379.67,342,13,0.039367,338.05
August,11,20:00,60,2,0.038165,346.44,303,9,0.02882,352.39,528,10,0.019568,376.79,301,12,0.041495,334.23
August,11,20:30,48,6,0.131607,352.22,252,6,0.022418,348.74,448,5,0.010531,370.5,258,7,0.026838,333.32
August,11,21:00,37,7,0.181934,344.56,206,4,0.018506,343.51,374,1,0.002066,364.74,211,6,0.026258,333.84
August,11,21:30,28,2,0.074557,329.06,172,1,0.006432,347.22,315,0,9.7e-05,357.19,184,3,0.014511,340.99
August,11,22:00,22,4,0.167222,331.32,127,0,0.000398,342.62,251,0,1e-06,351.48,148,0,0.003336,336.34
August,11,22:30,16,10,0.641567,340.35,100,0,3e-06,332.89,192,0,0.0,343.54,125,0,0.003057,338.71
August,11,23:00,13,4,0.268733,333.81,77,0,0.0,314.38,149,0,0.0,342.44,102,1,0.009897,343.47
August,11,23:30,11,0,0.015748,337.44,59,0,0.0,304.56,118,0,0.0,354.25,75,0,0.005065,331.92
August,12,0:00,4,0,0.0,373.21,30,0,0.0,314.95,72,0,0.0,342.84,45,0,0.0,322.31
August,12,0:30,4,0,0.0,310.4,23,0,0.0,321.17,54,0,0.0,341.35,33,0,0.0,347.84
August,12,1:00,3,0,0.0,296.13,15,0,0.0,330.88,39,0,0.0,333.52,25,0,0.0,368.99
August,12,1:30,2,0,0.0,286.6,9,0,0.0,329.25,28,0,0.0,305.42,19,0,0.0,353.59
August,12,2:00,2,0,0.0,320.37,6,0,0.0,357.35,21,0,0.0,293.33,13,0,0.0,324.68
August,12,2:30,1,0,0.0,264.45,5,0,0.0,377.68,17,0,0.0,285.64,9,0,0.0,312.39
August,12,3:00,1,0,0.0,261.16,4,0,0.0,326.55,14,0,0.0,289.54,3,0,0.0,311.29
August,12,3:30,1,0,0.0,294.87,4,0,0.0,262.88,12,0,0.0,302.33,1,0,0.0,306.96
August,12,4:00,1,0,0.0,320.28,4,0,0.0,243.37,11,0,0.0,303.65,1,0,0.0,302.19
August,12,4:30,2,0,0.0,310.57,4,0,0.0,230.96,11,0,0.0,286.05,1,0,0.0,298.47
August,12,5:00,2,0,0.0,256.74,3,0,0.000126,228.17,13,0,0.0,288.47,1,0,0.0,298.82
August,12,5:30,2,0,0.0,223.77,3,0,0.017994,290.06,17,0,0.0,286.15,3,0,0.0,279.97
August,12,6:00,2,0,0.0,246.02,5,1,0.287617,296.43,28,0,0.0,260.26,12,0,0.0,240.14
August,12,6:30,4,0,0.0,219.43,9,4,0.412302,302.96,49,0,0.0,250.46,23,0,0.0,245.29
August,12,7:00,8,0,2.8e-05,252.16,24,1,0.055854,286.78,88,0,0.0,263.42,41,0,0.0,273.34
August,12,7:30,18,0,0.002069,290.1,42,0,0.002151,288.69,148,0,0.0,275.9,70,0,0.0,283.26
August,12,8:00,44,1,0.019372,289.81,79,1,0.007429,297.27,257,0,1e-06,295.33,119,0,1e-06,285.15
August,12,8:30,74,3,0.040362,307.19,122,2,0.013236,313.13,384,0,0.00012,310.6,178,0,7.9e-05,289.8
August,12,9:00,110,3,0.031124,324.54,183,1,0.003191,320.37,543,1,0.001912,321.41,257,0,0.001306,297.51
August,12,9:30,142,2,0.016909,328.45,235,0,0.000576,329.63,682,4,0.006062,329.06,319,2,0.005456,308.52
August,12,10:00,167,1,0.003872,328.99,286,2,0.008106,335.58,798,8,0.010291,333.21,379,5,0.012562,316.94
August,12,10:30,187,1,0.003288,329.63,321,7,0.02126,343.42,893,13,0.015004,340.69,422,8,0.019954,321.78
August,12,11:00,197,2,0.008355,333.08,357,6,0.017269,348.77,958,11,0.011217,345.24,457,9,0.018807,329.07
August,12,11:30,204,1,0.005045,333.96,382,9,0.024737,351.56,987,12,0.011723,346.67,485,8,0.016269,329.39
August,12,12:00,208,2,0.009715,333.88,409,6,0.015014,357.86,993,20,0.019805,349.07,502,7,0.013724,330.11
August,12,12:30,209,3,0.013446,329.51,422,5,0.011598,361.28,998,23,0.022817,352.67,506,10,0.018891,330.39
August,12,13:00,209,1,0.004235,333.42,439,4,0.008107,361.36,999,12,0.011958,353.87,506,10,0.019967,331.17
August,12,13:30,210,0,0.000195,338.82,449,7,0.015985,357.12,999,8,0.008508,356.57,507,11,0.022583,333.19
August,12,14:00,213,0,1e-06,337.81,467,7,0.014846,355.71,1010,9,0.008907,359.12,521,12,0.022589,332.05
August,12,14:30,215,0,0.0,341.75,472,4,0.008421,358.09,1012,10,0.010177,362.56,520,8,0.015313,331.14
August,12,15:00,215,0,0.0,344.73,469,3,0.007313,355.68,1008,8,0.007495,361.77,518,6,0.010936,332.92
August,12,15:30,214,0,0.0,339.53,465,4,0.009413,355.24,998,6,0.005511,362.25,521,6,0.011115,333.25
August,12,16:00,215,0,0.0,342.37,463,5,0.011022,361.85,990,5,0.005061,361.46,523,5,0.008626,336.8
August,12,16:30,204,0,0.0,342.66,446,5,0.010378,364.28,968,5,0.005247,359.27,506,4,0.008359,337.94
August,12,17:00,182,0,0.0,339.11,424,5,0.011839,366.35,913,7,0.007437,361.41,473,3,0.006142,335.53
August,12,17:30,159,0,0.0,335.73,411,5,0.012487,365.7,864,10,0.011106,360.17,444,2,0.003572,337.54
August,12,18:00,136,0,0.0,335.89,379,6,0.014662,360.96,802,11,0.013832,358.0,402,2,0.003741,341.58
August,12,18:30,114,0,2e-06,340.27,344,4,0.012043,357.58,702,7,0.009527,357.09,365,1,0.00212,339.4
August,12,19:00,79,0,0.0004,349.25,306,5,0.014823,354.42,627,5,0.007204,356.35,333,2,0.006347,335.54
August,12,19:30,58,1,0.01234,343.46,274,5,0.018274,353.34,556,4,0.007993,354.82,302,5,0.016703,338.19
August,12,20:00,45,3,0.063969,343.73,238,9,0.035894,347.52,481,5,0.010374,355.92,268,4,0.015636,335.09
August,12,20:30,41,4,0.099968,343.9,208,7,0.034488,341.61,420,3,0.007615,353.64,233,2,0.006733,329.89
August,12,21:00,31,3,0.090651,331.19,171,3,0.017948,339.14,352,1,0.00216,352.26,191,0,0.001308,336.12
August,12,21:30,23,1,0.032215,315.33,144,1,0.004023,340.59,292,0,0.001046,350.97,169,0,0.0001,344.08
August,12,22:00,18,1,0.078457,304.21,114,0,0.000211,343.35,242,1,0.004067,346.05,134,0,0.001121,344.57
August,12,22:30,12,4,0.353601,301.33,90,0,2e-06,336.48,190,1,0.005173,339.76,110,0,0.003789,339.27
August,12,23:00,10,3,0.302977,323.16,69,0,0.0,324.46,146,0,0.001871,335.83,86,0,0.001741,340.23
August,12,23:30,7,1,0.088626,319.2,52,0,0.0,305.1,114,0,0.000108,335.17,71,0,0.0001,342.19
August,13,0:00,4,0,0.0,275.54,32,0,0.0,317.63,72,0,0.0,350.91,41,0,0.0,334.87
August,13,0:30,3,0,0.0,284.54,24,0,0.0,312.97,54,0,0.0,346.91,31,0,0.0,348.54
August,13,1:00,2,0,0.0,314.4,13,0,0.0,304.47,36,0,0.0,351.83,23,0,0.0,341.83
August,13,1:30,2,0,0.0,321.12,8,0,0.0,315.31,26,0,0.0,346.39,17,0,0.0,341.08
August,13,2:00,2,0,0.0,317.23,5,0,0.0,339.52,19,0,0.0,321.02,11,0,0.0,358.34
August,13,2:30,2,0,0.0,318.29,4,0,0.0,351.63,16,0,0.0,308.45,8,0,0.0,375.63
August,13,3:00,2,0,0.0,307.96,4,0,0.0,358.3,13,0,0.0,317.53,3,0,0.0,393.97
August,13,3:30,1,0,0.0,257.58,3,0,0.0,307.76,12,0,0.0,346.74,1,0,0.0,393.92
August,13,4:00,1,0,0.0,232.09,3,0,0.0,293.77,12,0,0.0,348.56,1,0,0.0,376.79
August,13,4:30,1,0,0.0,241.95,3,0,0.0,285.62,12,0,0.0,328.51,1,0,0.0,362.17
August,13,5:00,1,0,0.0,270.55,3,0,0.000103,315.6,14,0,0.0,300.76,1,0,7.5e-05,323.34
August,13,5:30,2,0,0.0,281.16,3,0,0.014852,360.38,18,0,0.0,272.62,3,0,0.004504,262.73
August,13,6:00,2,0,6.3e-05,262.86,5,1,0.212552,338.43,29,0,0.0,263.31,13,0,0.022864,255.81
August,13,6:30,4,0,0.006476,274.72,9,3,0.328979,285.2,50,0,0.0,263.56,24,1,0.034257,271.61
August,13,7:00,8,1,0.066664,306.4,24,2,0.096514,259.64,92,0,3e-06,278.5,42,0,0.006993,260.89
August,13,7:30,19,2,0.110601,324.17,43,4,0.087431,292.07,154,0,0.000259,287.81,73,0,0.000187,277.58
August,13,8:00,44,5,0.105017,315.31,79,2,0.026667,305.7,264,1,0.003479,299.87,123,0,5.2e-05,298.06
August,13,8:30,77,9,0.121935,340.48,123,2,0.01882,313.08,389,4,0.010398,314.98,181,0,0.000873,301.73
August,13,9:00,115,9,0.074648,339.94,183,1,0.006422,319.9,550,8,0.01421,326.27,260,1,0.003893,299.97
August,13,9:30,143,6,0.04119,341.07,235,3,0.010957,326.19,688,10,0.0141,332.01,315,3,0.010516,311.22
August,13,10:00,168,3,0.01738,338.62,280,9,0.033767,333.21,796,10,0.01266,335.14,367,9,0.024003,319.37
August,13,10:30,188,1,0.00333,338.27,310,16,0.050714,345.04,889,18,0.019712,344.54,400,14,0.036213,328.0
August,13,11:00,200,0,0.000429,338.64,346,8,0.023271,351.74,937,13,0.013945,350.69,433,8,0.018471,331.25
August,13,11:30,207,1,0.00624,337.14,374,8,0.022306,353.63,962,8,0.00822,353.79,451,6,0.012988,332.86
August,13,12:00,207,4,0.020157,347.69,401,4,0.01106,354.81,979,13,0.013657,353.76,460,5,0.01139,332.74
August,13,12:30,207,3,0.01514,346.08,410,5,0.012848,354.93,985,24,0.024354,356.53,467,5,0.01098,332.15
August,13,13:00,210,1,0.003509,344.33,420,6,0.013234,347.94,983,13,0.013187,355.56,473,4,0.009228,334.91
August,13,13:30,208,0,0.000154,342.76,429,5,0.01281,349.91,980,8,0.008672,355.06,479,3,0.005453,331.29
August,13,14:00,209,0,2e-06,343.64,438,4,0.00912,353.76,985,9,0.009098,357.03,487,1,0.003015,332.2
August,13,14:30,211,0,0.000112,347.9,442,5,0.012167,358.28,987,10,0.010348,359.2,485,3,0.006,341.26
August,13,15:00,211,1,0.002386,346.62,443,4,0.008807,355.92,974,9,0.009,362.43,485,3,0.007167,346.85
August,13,15:30,210,1,0.006641,350.93,444,4,0.008547,354.82,968,10,0.010056,367.62,483,5,0.010934,345.13
August,13,16:00,207,1,0.002428,355.95,439,4,0.007997,354.14,957,6,0.00628,367.2,476,6,0.012685,342.82
August,13,16:30,198,0,0.000119,353.37,424,2,0.005157,356.08,918,5,0.004911,364.89,466,4,0.009265,341.6
August,13,17:00,179,0,1e-06,349.75,404,1,0.002764,357.57,861,5,0.00612,363.04,450,5,0.0111,337.59
August,13,17:30,160,0,0.0,340.05,390,3,0.008188,356.04,816,6,0.007319,363.89,415,5,0.011437,340.48
August,13,18:00,137,0,0.0,338.89,356,5,0.015315,353.72,746,6,0.008539,367.94,368,4,0.011171,336.24
August,13,18:30,116,0,0.0,360.42,318,3,0.008873,353.78,676,5,0.00718,367.99,334,4,0.012986,338.62
August,13,19:00,80,0,0.0,359.59,288,4,0.013113,354.76,606,5,0.008569,361.44,308,6,0.018908,340.32
August,13,19:30,61,0,2e-06,345.4,261,5,0.018702,356.42,536,5,0.00854,356.28,277,6,0.023453,347.45
August,13,20:00,47,0,0.000505,325.92,229,5,0.021744,353.76,463,3,0.006353,357.58,248,6,0.026135,343.81
August,13,20:30,40,1,0.012662,316.84,197,2,0.011402,346.96,402,3,0.006835,359.31,215,5,0.024543,334.82
August,13,21:00,31,1,0.044402,317.43,161,2,0.013539,344.3,338,1,0.002549,359.88,177,8,0.043273,337.37
August,13,21:30,24,1,0.02091,310.91,135,1,0.005645,342.35,281,0,0.000141,357.86,155,5,0.029652,337.04
August,13,22:00,18,0,0.001331,315.34,108,0,0.000331,324.64,234,0,1e-06,350.55,124,1,0.007552,335.8
August,13,22:30,13,0,1.1e-05,304.45,85,0,3e-06,321.15,180,0,0.0,334.32,104,0,0.000382,333.97
August,13,23:00,11,0,0.0,295.53,65,0,0.0,316.35,139,0,0.0,333.48,81,0,3e-06,327.16
August,13,23:30,8,0,0.0,285.6,52,0,0.0,315.13,114,0,0.0,334.07,65,0,0.0,318.62
August,14,0:00,5,0,0.0,333.68,31,0,0.0,305.46,74,0,0.0,333.63,40,0,0.0,351.87
August,14,0:30,4,0,0.0,333.43,23,0,0.0,293.77,60,0,0.0,328.85,30,0,0.0,359.43
August,14,1:00,3,0,0.0,323.29,13,0,0.0,291.76,45,0,0.0,329.85,22,0,0.0,358.87
August,14,1:30,2,0,0.0,317.45,9,0,0.0,327.64,32,0,0.0,318.97,18,0,0.0,338.52
August,14,2:00,2,0,0.0,291.18,6,0,0.0,375.32,23,0,0.0,261.86,13,0,0.0,318.32
August,14,2:30,1,0,0.0,325.99,4,0,0.0,381.46,19,0,0.0,226.52,9,0,0.0,302.28
August,14,3:00,2,0,0.0,340.75,4,0,0.0,346.5,17,0,0.0,285.35,3,0,0.0,298.64
August,14,3:30,2,0,0.0,304.78,3,0,0.0,366.07,16,0,0.0,320.81,1,0,0.0,298.76
August,14,4:00,2,0,0.0,288.5,3,0,0.0,344.08,15,0,0.0,295.24,1,0,0.0,303.2
August,14,4:30,1,0,0.0,316.25,3,0,0.0,303.82,15,0,0.0,275.53,1,0,0.0,309.38
August,14,5:00,1,0,0.000316,266.21,3,0,0.000113,269.96,16,0,1e-05,264.59,1,0,0.000203,303.52
August,14,5:30,2,0,0.036958,293.22,4,0,0.015983,273.83,22,0,0.001198,272.55,3,0,0.011645,288.77
August,14,6:00,3,2,0.558847,304.1,5,1,0.251539,282.16,33,1,0.016981,272.5,12,1,0.057523,260.97
August,14,6:30,5,5,1.0,307.63,9,4,0.400988,342.5,54,2,0.029161,267.0,23,2,0.085567,271.05
August,14,7:00,9,5,0.554126,323.44,23,2,0.088042,309.49,95,1,0.012547,268.01,39,1,0.017757,279.18
August,14,7:30,19,4,0.185944,309.46,41,2,0.054732,299.62,157,2,0.011588,277.74,71,0,0.000467,270.3
August,14,8:00,45,2,0.04113,306.91,76,1,0.019176,312.28,264,1,0.004294,300.43,121,0,0.000236,280.02
August,14,8:30,78,3,0.032996,324.26,119,2,0.016787,320.8,383,2,0.005258,311.04,180,1,0.003709,298.01
August,14,9:00,112,1,0.00833,332.46,178,1,0.008033,321.18,531,4,0.006758,320.22,245,3,0.013124,306.86
August,14,9:30,140,1,0.004915,329.12,223,2,0.009563,326.98,673,6,0.00892,328.56,301,6,0.020203,315.48
August,14,10:00,167,3,0.015043,324.6,271,2,0.007517,333.22,785,10,0.012138,338.03,356,7,0.020983,322.24
August,14,10:30,193,3,0.014913,329.06,308,5,0.015835,344.62,872,15,0.017167,346.84,395,9,0.023276,325.34
August,14,11:00,206,1,0.004112,330.79,334,8,0.025188,349.85,929,16,0.01751,350.82,428,5,0.012303,331.4
August,14,11:30,212,0,0.000181,333.15,364,13,0.036001,346.78,956,15,0.015606,353.15,441,3,0.007448,334.08
August,14,12:00,215,0,1e-06,332.81,389,10,0.026794,349.69,952,13,0.013252,354.61,451,4,0.009482,330.35
August,14,12:30,215,0,0.0,327.74,395,10,0.025486,355.09,951,19,0.020198,356.69,456,7,0.015839,329.01
August,14,13:00,213,0,0.0,333.03,404,10,0.025567,350.69,949,18,0.019336,357.62,456,10,0.021319,332.54
August,14,13:30,214,0,1e-06,339.78,417,15,0.0357,347.63,952,11,0.011246,355.26,460,10,0.021752,331.68
August,14,14:00,218,0,0.000178,340.64,433,10,0.023056,350.4,956,16,0.016528,357.77,480,13,0.026305,334.33
August,14,14:30,219,1,0.004112,340.97,437,8,0.017889,352.85,959,32,0.032924,361.14,480,10,0.020589,340.19
August,14,15:00,220,4,0.018546,345.66,430,6,0.013547,357.32,959,14,0.015001,360.72,476,6,0.013042,344.6
August,14,15:30,218,7,0.030078,347.23,429,6,0.013271,358.87,951,6,0.006127,361.36,476,4,0.009212,342.12
August,14,16:00,217,4,0.018799,344.46,424,5,0.010639,356.5,927,6,0.006856,363.01,476,3,0.006571,339.66
August,14,16:30,211,1,0.004273,340.67,412,4,0.008737,354.02,888,7,0.008006,364.94,461,2,0.00523,343.58
August,14,17:00,189,0,0.000205,340.61,394,2,0.004583,356.08,848,6,0.007411,362.59,435,3,0.007053,343.23
August,14,17:30,165,0,1e-06,342.28,376,3,0.008867,356.05,806,8,0.010493,360.64,403,3,0.007549,341.13
August,14,18:00,144,0,0.0,342.31,352,5,0.014364,353.14,735,8,0.010833,363.36,365,3,0.007022,344.6
August,14,18:30,123,0,0.0,341.04,319,4,0.014,352.68,665,8,0.011345,365.76,335,4,0.01145,339.64
August,14,19:00,86,0,2e-06,342.17,289,4,0.015264,349.85,597,14,0.023301,364.31,308,8,0.025934,335.95
August,14,19:30,64,0,0.000473,330.25,258,4,0.016146,354.9,536,22,0.041836,368.53,278,12,0.044742,336.3
August,14,20:00,50,1,0.013074,334.3,220,4,0.016233,358.77,470,15,0.032749,363.99,249,9,0.037597,330.36
August,14,20:30,41,2,0.043361,340.63,191,1,0.005412,348.24,412,9,0.022459,358.5,215,5,0.021912,332.81
August,14,21:00,32,1,0.020578,322.61,158,0,0.000508,346.5,339,2,0.007325,357.58,171,3,0.01788,334.06
August,14,21:30,24,0,0.003073,323.84,131,1,0.00548,343.34,272,0,0.000411,356.38,154,2,0.010559,332.67
August,14,22:00,18,1,0.049495,314.31,104,2,0.018989,334.26,222,0,3e-06,342.78,125,2,0.019127,338.68
August,14,22:30,13,3,0.188413,314.93,83,1,0.008668,325.9,171,0,0.0,336.84,101,1,0.013453,327.26
August,14,23:00,11,1,0.084377,329.72,63,0,0.00053,325.27,134,0,0.0,337.63,79,0,0.003175,327.45
August,14,23:30,8,0,0.005034,351.07,49,0,4e-06,315.59,108,0,0.0,334.59,63,0,0.000165,337.49
August,15,0:00,5,0,0.0,410.54,28,0,0.0,316.18,72,0,0.0,355.81,40,0,0.0,338.78
August,15,0:30,4,0,0.0,363.62,22,0,0.0,331.13,55,0,0.0,336.31,30,0,0.0,333.56
August,15,1:00,3,0,0.0,309.13,13,0,0.0,357.53,40,0,0.0,330.13,22,0,0.0,346.67
August,15,1:30,2,0,0.0,249.03,8,0,0.0,299.47,30,0,0.0,322.06,16,0,0.0,323.2
August,15,2:00,2,0,0.0,255.3,6,0,0.0,319.5,22,0,0.0,320.26,12,0,0.0,333.54
August,15,2:30,1,0,0.0,268.28,5,0,0.0,346.57,19,0,0.0,330.05,8,0,0.0,341.15
August,15,3:00,1,0,0.0,207.1,4,0,0.0,379.43,16,0,0.0,345.34,3,0,0.0,342.7
August,15,3:30,1,0,0.0,208.03,4,0,0.0,369.16,16,0,0.0,364.65,1,0,0.0,275.64
August,15,4:00,1,0,0.0,244.7,4,0,0.0,301.48,17,0,0.0,343.95,1,0,0.0,254.86
August,15,4:30,1,0,0.0,256.34,4,0,1.5e-05,247.37,16,0,0.0,345.07,1,0,0.0,268.38
August,15,5:00,1,0,0.000196,253.03,4,0,0.002804,257.76,18,0,7e-06,329.13,1,0,0.000158,302.43
August,15,5:30,2,0,0.02519,242.08,4,0,0.071227,272.79,22,0,0.000925,315.56,3,0,0.009374,318.05
August,15,6:00,2,1,0.445506,231.41,6,2,0.442932,301.71,33,0,0.01285,290.77,11,1,0.044935,278.34
August,15,6:30,4,4,1.0,254.98,10,6,0.548068,335.06,53,1,0.022771,274.17,24,1,0.059071,270.0
August,15,7:00,8,5,0.611825,297.28,27,3,0.098712,301.3,92,1,0.01128,271.96,44,1,0.015407,275.65
August,15,7:30,16,3,0.163596,310.76,44,2,0.048262,285.77,157,2,0.011651,273.47,75,1,0.00976,286.97
August,15,8:00,40,1,0.01366,301.73,81,1,0.017085,292.34,265,1,0.003552,288.59,127,1,0.009545,288.26
August,15,8:30,71,0,0.000331,309.11,119,3,0.021296,311.99,390,0,0.001113,306.94,182,2,0.008321,292.96
August,15,9:00,105,0,2e-06,319.44,175,3,0.018473,329.91,544,2,0.00369,314.05,254,3,0.009978,303.6
August,15,9:30,132,0,0.0001,327.29,216,3,0.012071,336.69,681,5,0.007746,318.09,315,5,0.015029,312.54
August,15,10:00,152,0,0.001845,334.7,267,2,0.008983,342.49,784,8,0.010819,328.82,370,6,0.015968,315.01
August,15,10:30,178,1,0.004371,337.14,302,5,0.017241,343.55,868,13,0.014689,337.58,406,8,0.019287,325.93
August,15,11:00,188,0,0.001676,337.22,331,9,0.028267,347.95,928,9,0.010149,344.3,436,7,0.016059,331.14
August,15,11:30,195,1,0.003856,335.23,359,14,0.038343,356.04,966,11,0.011198,345.95,457,6,0.012814,330.4
August,15,12:00,199,2,0.010384,333.56,390,11,0.028234,358.74,977,16,0.015979,345.95,468,5,0.010984,331.17
August,15,12:30,199,1,0.005124,342.15,396,12,0.029266,360.8,974,17,0.01694,349.4,476,4,0.008947,337.98
August,15,13:00,200,1,0.004073,348.28,405,11,0.028402,353.38,971,11,0.011088,356.24,481,4,0.007941,340.34
August,15,13:30,201,0,0.001497,345.64,416,13,0.03032,351.47,972,11,0.011038,356.86,489,5,0.010701,337.84
August,15,14:00,203,0,0.002419,343.74,432,15,0.035647,357.78,977,13,0.013121,357.03,499,7,0.014292,335.08
